titulo,link,nivel,materia,fonte_nivel,canal,canal_id
🟢 Questão 136 - Caderno Azul | Estatística | MATEMÁTICA ENEM DIGITAL 2020,https://www.youtube.com/watch?v=ocOsGKmj1fU,Média,Estatística,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 154  - Caderno Azul | Unidades de Medida | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=3c_QAfIoIAQ,Fácil,Matemática Básica,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 155  - Caderno Azul | Lógica | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=HHfhcpArh7Q,Médio,Raciocínio Lógico,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 156 - Caderno Azul | Porcentagem | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=IT3lecfXnag,Fácil,Matemática Básica,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 157  - Caderno Azul | Probabilidade | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=pbf2RjbsmiU,Difícil,Anulada,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 158 - Caderno Azul | Análise Combinatória | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=8nqMU62ifDM,Difícil,Geometria,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 159 - Caderno Azul | Razão e Proporção | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=xqKg95Ol6zA,Fácil,Matemática Básica,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 160 - Caderno Azul | Razão e Proporção | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=h3D59IjzfJs,Médio,Razão e Proporção,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 161 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=c54CiSn6FBQ,Médio,Geometria Espacial,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 162 - Caderno Azul | Geometria Plana | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=WyeSsqCvv_Y,Médio,Geometria Plana,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 163 - Caderno Azul | Análise Combinatória | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=UvfyQuVLjek,Difícil,Análise Combinatória,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 164 - Caderno Azul | Interpretação de Gráfico | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=2Cqo64_L7cA,Fácil,Raciocínio Lógico,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 165 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=nluaaqhy98c,Difícil,Estatística,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 166 - Caderno Azul | Interpretação de Gráfico | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=LDwowcYlbqg,Fácil,Interpretação de Gráfico,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 167 - Caderno Azul | Porcentagem | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=dg6fHYwM0v4,Fácil,Porcentagem,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 168 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=PeBr8av4hF8,Médio,Geometria Espacial,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 169 - Caderno Azul | Conjunto | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=zcIF2GmKc00,Fácil,Conjuntos,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 170 - Caderno Azul | Razão e Proporção | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=mdXfNdFhvv0,Médio,Matemática Básica,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 171 - Caderno Azul | Geometria Plana | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=6FxU8991CGc,Médio,Geometria Plana,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 172 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=L0uwcaHpdcE,Médio,Geometria Espacial,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 173 - Caderno Azul | Trigonometria | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=jtyq646nbAg,Difícil,Geometria,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 174 - Caderno Azul | Geometria Plana | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=1cb6FTuSnDk,Médio,Matemática Básica,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 175 - Caderno Azul | Interpretação de Gráfico | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=DVgdU6y-lBc,Fácil,Interpretação de Gráfico,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 176 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=OwfdLQFSF6w,Fácil,Geometria Espacial,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 177 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=ZmwjjXalBCk,Fácil,Geometria Espacial,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 178 - Caderno Azul | Probabilidade | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=j72S9cv_K44,Médio,Probabilidade,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 179 - Caderno Azul | Razão e Proporção | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=LZMYyZZrev4,Fácil,Razão e Proporção,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🔵 Questão 180 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2020,https://www.youtube.com/watch?v=KEKAW0FeH5w,Médio,Média Ponderada,confirmado_transcricao_ia,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 136 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=f5hQL44uZcw,Difícil,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 137 - Caderno Azul |  Geometria Espacial | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=vQOg5SD6tcg,Difícil,Geometria Espacial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 139 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=nQlCgbhSeGI,Fácil,Estatística,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 140 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=z1XVx1_BZ_w,Fácil,Estatística,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 141 - Caderno Azul | Sistemas de Equação | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=jT6dx3aOhME,Média,Sistemas de Equação,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 142 - Caderno Azul |  Probabilidade | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=FWVGMXBvhag,Difícil,Probabilidade,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 143 - Caderno Azul | Interpretação de gráfico | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=NMSxEr-g3Zs,Fácil,Interpretação de gráfico,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 144 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=gVcgVn0fkI8,Fácil,Estatística,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 145 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=tMMx9bi_Cjo,Difícil,Estatística,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 146 - Caderno Azul | Razão e Proporção | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=WLyV-wqVS7s,Média,Razão e Proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 147 - Caderno Azul | Interpretação de gráfico | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=TCAa060fJ3g,Fácil,Interpretação de gráfico,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 148 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=X-x0KwbwmCU,Fácil,Estatística,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 149 - Caderno Azul | Interpretação de gráfico | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=u1dV0rc6qsE,Fácil,Interpretação de gráfico,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 150 - Caderno Azul | Porcentagem | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=KmCR8QvWpkY,Fácil,Porcentagem,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 151 - Caderno Azul | Interpretação de gráfico | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=kq6NLXidNV4,Média,Interpretação de gráfico,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 152 - Caderno Azul | Função do 2 Grau | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=0ttcaODDXtw,Difícil,Função do 2 Grau,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 153 - Caderno Azul | Escala | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=uc-OmAXdPCQ,Fácil,Escala,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 154 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=dahsBN7tT1Y,Fácil,Estatística,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 155 - Caderno Azul | Sistemas de Equação | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=IyaXxZSboaA,Média,Sistemas de Equação,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 156 - Caderno Azul | Trigonometria | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=kmwns_6XUSc,Difícil,Trigonometria,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 157 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=-0QJiqZB9o4,Média,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 158 - Caderno Azul | Porcentagem | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=EXPPyUmC4GU,Média,Porcentagem,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 159 - Caderno Azul | Razão e proporção | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=EIKGOdn6tqo,Média,Razão e proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 160 - Caderno Azul | Razão e proporção | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=lJnHvv_ay0w,Fácil,Razão e proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 161 - Caderno Azul | Função do 2 Grau | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=L5Z7lXuv-qQ,Média,Função do 2 Grau,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 162 - Caderno Azul | Porcentagem | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=kkyqUgRX2ZM,Média,Porcentagem,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 163 - Caderno Azul | Unidade de medida | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=3qMfBOMWEAs,Fácil,Unidade de medida,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 164 - Caderno Azul | Sistemas de Equação | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=V_DfAA6s3rI,Difícil,Sistemas de Equação,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 165 - Caderno Azul | Razão e proporção | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=FkmpwRsBOWA,Média,Razão e proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 166 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=gqVYVweDpYo,Média,Geometria Espacial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 167 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=GTAhyUDMdzE,Média,Geometria Espacial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 168 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=S7g9kTEAjhY,Difícil,Geometria Espacial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 169 - Caderno Azul | Trigonometria | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=JIgqCcjRJLc,Média,Trigonometria,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 170 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=5aoI4154b0Q,Difícil,Geometria Espacial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 171 - Caderno Azul | Geometria Plana | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=qVyLx1QIRKk,Média,Geometria Plana,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 172 - Caderno Azul | Porcentagem | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=hou9M7n857I,Fácil,Porcentagem,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 173 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=jcPDAuHE0FQ,Fácil,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 174 - Caderno Azul | Sistemas de Equações | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=27iz1OIRMEA,Média,Sistemas de Equações,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 175 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=GIqatQvpwdE,Média,Geometria Espacial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 176 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=mYel56eMZAg,Fácil,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 177 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=edmut7pS2CU,Fácil,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 178 - Caderno Azul | Geometria Plana | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=nMQNoI61-fY,Fácil,Geometria Plana,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 179 - Caderno Azul | Análise Combinatória | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=xwDDIdTBa6k,Difícil,Análise Combinatória,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
🟣 Questão 180 - Caderno Azul | Razão e proporção | MATEMÁTICA ENEM 2021,https://www.youtube.com/watch?v=--ED9chUf08,Fácil,Razão e proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 136 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=QzbMgq3svAE,Difícil,Geometria Espacial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 137 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=QR6mZiy5QwQ,Fácil,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 138 - Caderno Azul | Probabilidade | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=9F9SRwlZzo8,Difícil,Probabilidade,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 139 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=aupQww3nXD4,Fácil,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 140 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=71OBK3m_cCI,Difícil,Estatística,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 141 - Caderno Azul | Razão e Proporção | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=dSgQt0xtoFI,Fácil,Razão e Proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 142 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=qxi1RVZ8-Z8,Médio,Geometria Espacial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 143 - Caderno Azul | Porcentagem | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=FXNO-OZDNnc,Médio,Porcentagem,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 144 - Caderno Azul | Geometria Espacial | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=dQCfGpltR2k,Médio,Geometria Espacial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 145 - Caderno Azul | Geometria Plana | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=i_vvV35L2sY,Médio,Geometria Plana,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 146 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=hq4UfYcYoOA,Médio,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 147 - Caderno Azul | Razão e Proporção | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=A-pGvucSrh4,Fácil,Razão e Proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 148 - Caderno Azul | Trigonometria | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=OFvUQ0qOqYY,Médio,Trigonometria,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 149 - Caderno Azul | Escala | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=S3jlOehoWIQ,Fácil,Escala,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 150 - Caderno Azul | Porcentagem | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=yI1KeCtTeSc,Fácil,Porcentagem,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 151 - Caderno Azul | Interpretação de Gráfico | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=ebJjMYxMDzc,Fácil,Interpretação de Gráfico,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 152 - Caderno Azul | Logaritmo | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=NzfLd35EobM,Difícil,Logaritmo,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 153 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=Egw7oaqek-M,Fácil,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 154 - Caderno Azul | Geometria Plana | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=cdbqDHR8Vnc,Fácil,Geometria Plana,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 155 - Caderno Azul | Geometria plana | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=s5yWJiZAtv8,Fácil,Geometria plana,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 156 - Caderno Azul | Interpretação de Gráfico | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=seROUkrP86U,Fácil,Interpretação de Gráfico,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 157 - Caderno Azul | Porcentagem | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=d1qUV55nItw,Médio,Porcentagem,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 158 - Caderno Azul | Função de 1º Grau | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=P6PlJau6dY4,Difícil,Função de 1º Grau,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 159 - Caderno Azul | Função Exponencial | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=l_wio3HRH0s,Médio,Função Exponencial,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 160 - Caderno Azul | Probabilidade | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=0TprH6L0VoI,Difiícil,Probabilidade,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 161 - Caderno Azul | Função de 2º Grau | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=X0sd8Gcey9g,Difícil,Função de 2º Grau,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 162 - Caderno Azul | Função de 1º Grau | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=K6qZrdfArig,Fácil,Função de 1º Grau,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 163 - Caderno Azul | Geometria Plana | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=JevNV0UPF3s,Difícil,Geometria Plana,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 164 - Caderno Azul | Interpretação de Gráficos | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=4SpUavnkC3I,Fácil,Interpretação de Gráficos,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 165 - Caderno Azul | Geometria Plana | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=6Axz3AypJxg,Médio,Geometria Plana,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 166 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=2Ob9oug2-R0,Médio,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 167 - Caderno Azul | Razão e Proporção | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=obeoGIwf0r8,Médio,Razão e Proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 168 - Caderno Azul | Probabilidade | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=RXPvP54f9bE,Médio,Probabilidade,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 169 - Caderno Azul | Progressão Geométrica | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=WU5r-jCBAWc,Média,Progressão Geométrica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 170 - Caderno Azul | Função de 2º grau | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=0OeGWJfS5Y8,Difícil,Função de 2º grau,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 171 - Caderno Azul | Razão e proporção | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=MUO821H_gAc,Médio,Razão e proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 172 - Caderno Azul | Trigonometria | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=FnzYYCzxEpc,Fácil,Trigonometria,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 173 - Caderno Azul | Razão e Proporção | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=4VNNOLTYHNk,Fácil,Razão e Proporção,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 174 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=UQmW1PP7Goc,Fácil,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 175 - Caderno Azul | Sistema de Equações | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=FKo9MSRI-A0,Difícil,Sistema de Equações,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 176 - Caderno Azul | Progressão Aritmética | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=uw8sbfgSLCc,Médio,Progressão Aritmética,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 177 - Caderno Azul | Interpretação de Gráfico | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=j9NIK5QMTPk,Difícil,Interpretação de Gráfico,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 178 - Caderno Azul | Função de 1° Grau | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=vjCHgREvxGk,Fácil,Função de 1° Grau,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 179 - Caderno Azul | Lógica | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=k354MzTErSk,Fácil,Lógica,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
Questão 180 - Caderno Azul | Estatística | MATEMÁTICA ENEM 2023,https://www.youtube.com/watch?v=ASVFZ_-IQcQ,Fáci,Estatística,confirmado,xequemat enem,UCNXVflJrlyP4DXm5KqYOxmA
